Sample#,Planet_Mass,Epsilon,Alpha,Stokes,Aspect_Ratio,SigmaSlope,Dust_gap_1,Gas_gap_1,Dust_depth_1,Gas_depth_1,Dust_gap_2,Dust_depth_2,#_DG,#_GG,
720,360,0.000115,0.0511,0.00864,0.00459,0.0293,1.15,0.435,0.148,1.04E-07,4.05E-05,0,0,1,1
721,361,0.000153,0.0215,0.00791,0.0787,0.077,0.969,0,0,0,0,0,0,0,0
722,362,0.000206,0.0643,0.00305,0.0456,0.0285,0.752,0.804,0.291,6.57E-16,3.53E-06,0,0,1,1
723,363,0.000218,0.0243,0.00631,0.0772,0.0603,1.36,0.726,0,1.27E-08,0,0,0,1,0
724,364,0.000265,0.0274,0.0059,0.00797,0.0432,0.693,0.726,0.242,1.14E-09,3.20E-05,0,0,1,1
725,365,8.88E-05,0.0531,0.00302,0.0621,0.035,0.66,0.751,0.168,2.33E-23,3.71E-05,0,0,1,1
726,366,0.000271,0.0142,0.00924,0.00847,0.026,1.45,0.587,0.287,2.77E-10,6.41E-06,0,0,1,1
727,367,0.000229,0.0343,0.00906,0.0231,0.0559,0.587,0.681,0,2.43E-09,0,0,0,1,0
728,368,0.000192,0.065,0.0066,0.0326,0.0794,1.27,0.045,0,1.85E-06,0,0,0,1,0
729,369,8.04E-05,0.0187,0.00403,0.00352,0.0542,1.34,0,0,0,0,0,0,0,0
730,370,0.000327,0.0358,0.00946,0.0412,0.08,1.18,0.094,0,3.73E-07,0,0,0,1,0
731,371,0.000192,0.0702,0.00379,0.0557,0.078,0.608,0.053,0,2.26E-06,0,0,0,1,0
732,372,2.50E-05,0.0904,0.00217,0.0948,0.0722,0.528,0,0,0,0,0,0,0,0
733,373,0.000338,0.0655,0.00308,0.0598,0.0555,0.72,0.886,0.353,5.79E-27,2.47E-05,0,0,1,1
734,374,9.02E-05,0.0885,0.00844,0.0282,0.0914,0.846,0,0,0,0,0,0,0,0
735,550,0.000271,0.0106,0.00607,0.057,0.0475,0.885,0.783,0.217,7.47E-20,3.88E-05,0,0,1,1
736,551,0.000293,0.0311,0.00996,0.0693,0.0913,0.982,0,0,0,0,0,0,0,0
737,552,0.000313,0.088,0.00088,0.0625,0.0463,1.49,0.931,0.435,3.24E-09,4.67E-06,0,0,1,1
738,553,8.38E-05,0.0836,0.00404,0.00244,0.0515,0.923,0,0,0,0,0,0,0,0
739,554,0.000201,0.04,0.00301,0.0419,0.0955,0.847,0,0,0,0,0,0,0,0
740,555,0.000111,0.0567,0.0019,0.0851,0.0423,1.2,0.804,0.221,7.87E-35,3.26E-05,0,0,1,1
741,556,0.000174,0.0503,0.00888,0.0636,0.0847,1.31,0,0,0,0,0,0,0,0
742,557,0.00017,0.0211,0.00392,0.0234,0.0833,1.4,0,0,0,0,0,0,0,0
743,558,7.23E-05,0.0466,0.0096,0.0872,0.0607,1.22,0,0,0,0,0,0,0,0
744,559,0.000217,0.0907,0.00744,0.0407,0.0928,1.28,0,0,0,0,0,0,0,0
745,560,0.000231,0.052,0.00628,0.0194,0.0721,1.06,0.098,0,3.88E-07,0,0,0,1,0
746,561,0.000311,0.0427,0.00746,0.0595,0.048,1.27,0.783,0.234,1.47E-18,3.75E-05,0,0,1,1
747,562,0.000148,0.0744,0.00374,0.0425,0.085,1.19,0,0,0,0,0,0,0,0
748,563,4.99E-05,0.0691,0.00989,0.042,0.0392,0.538,0.074,0,2.28E-07,0,0,0,1,0
749,564,0.000189,0.0104,0.00459,0.0261,0.0945,0.788,0,0,0,0,0,0,0,0
750,565,0.000168,0.0398,0.000599,0.0531,0.0382,0.872,0.849,0.299,5.48E-22,4.99E-06,0,0,1,1
751,566,0.000334,0.0742,0.00469,0.0592,0.0488,1.33,0.833,0.345,3.89E-23,2.31E-05,0,0,1,1
752,567,0.000171,0.0314,0.000624,0.089,0.0472,1.22,0.886,0.312,1.57E-62,1.36E-05,0,0,1,1
753,568,0.000165,0.0373,0.0059,0.0983,0.0623,0.733,0.201,0,1.63E-06,0,0.115,5.00E-07,2,0
754,569,0.000101,0.0485,0.00609,0.0439,0.0968,0.746,0,0,0,0,0,0,0,0
755,570,0.000169,0.0882,0.0072,0.014,0.0747,0.81,0.062,0,2.26E-06,0,0,0,1,0
756,571,9.16E-05,0.0442,0.00236,0.0632,0.0349,1.01,0.759,0.185,3.02E-27,3.14E-05,0,0,1,1
757,572,0.000194,0.0826,0.00452,0.0727,0.0511,0.603,0.796,0.197,1.05E-20,4.28E-05,0,0,1,1
758,573,3.31E-05,0.0271,0.00069,0.0472,0.0797,0.579,0,0,0,0,0,0,0,0
759,574,0.000229,0.0532,0.00608,0.0192,0.0412,0.808,0.746,0.226,1.72E-11,3.31E-05,0,0,1,1
760,250,5.55E-05,0.019,0.00419,0.024,0.0368,1.03,0.677,0,5.54E-11,0,0,0,1,0
761,251,0.000113,0.0234,0.000987,0.0151,0.0938,0.701,0,0,0,0,0,0,0,0
762,252,0.000283,0.0103,0.00448,0.0946,0.0831,1.2,0,0,0,0,0,0,0,0
763,253,0.000222,0.0538,0.00107,0.0934,0.0586,1.29,0.915,0.406,4.53E-45,2.23E-05,0,0,1,1
764,254,0.000257,0.0628,0.00401,0.0232,0.0885,1.48,0.057,0,1.42E-06,0,0,0,1,0
765,255,0.000116,0.069,0.00556,0.0579,0.1,1.29,0,0,0,0,0,0,0,0
766,256,0.000117,0.0576,0.00368,0.0386,0.0769,0.999,0,0,0,0,0,0,0,0
767,257,0.000286,0.0748,0.00161,0.0411,0.0418,0.571,0.878,0.373,8.49E-23,6.54E-06,0,0,1,1
768,258,0.000132,0.0961,0.00878,0.0723,0.0861,1.16,0,0,0,0,0,0,0,0
769,259,0.00035,0.0868,0.00921,0.031,0.0851,1.33,0.103,0,8.04E-07,0,0,0,1,0
770,260,0.000109,0.096,0.00863,0.0859,0.0937,0.651,0,0,0,0,0,0,0,0
771,261,8.60E-05,0.0264,0.00212,0.0917,0.0279,0.955,0.759,0.197,5.83E-39,1.61E-05,0,0,1,1
772,262,3.17E-05,0.0286,0.00675,0.0312,0.0727,1.08,0,0,0,0,0,0,0,0
773,263,0.000184,0.0975,0.00969,0.0222,0.0978,1.06,0,0,0,0,0,0,0,0
774,264,4.12E-05,0.0658,0.00214,0.0318,0.0558,1.26,0,0,0,0,0,0,0,0
775,265,0.000287,0.0765,0.00227,0.0595,0.0962,0.778,0,0,0,0,0,0,0,0
776,266,0.000284,0.0855,0.00036,0.022,0.0703,1.01,0.972,0.406,2.37E-16,2.11E-05,0,0,1,1
777,267,0.000318,0.0303,0.00433,0.0179,0.0835,1.08,0.103,0,2.71E-07,0,0,0,1,0
778,268,0.000259,0.0972,0.00386,0.0518,0.0388,0.516,0.816,0.32,8.04E-23,1.43E-05,0,0,1,1
779,269,0.000227,0.0752,0.00937,0.0869,0.033,1.14,0.763,0.25,2.14E-18,2.42E-05,0,0,1,1
780,270,3.39E-05,0.0778,0.00203,0.0285,0.0926,0.927,0,0,0,0,0,0,0,0
781,271,0.0003,0.0385,0.00918,0.0661,0.0287,0.998,0.775,0.304,1.42E-18,8.22E-06,0,0,1,1
782,272,4.68E-05,0.0988,0.00311,0.0902,0.0422,0.898,0.685,0,1.10E-07,0,0,0,1,0
783,273,0.0001,0.0925,0.0091,0.0769,0.0908,1.49,0,0,0,0,0,0,0,0
784,274,9.47E-05,0.043,0.00483,0.033,0.0963,1.43,0,0,0,0,0,0,0,0
785,450,0.00011,0.031,0.00443,0.0279,0.0874,1.41,0,0,0,0,0,0,0,0
786,451,0.000341,0.0732,0.00222,0.0189,0.0264,1.43,0.418,0.414,5.23E-09,1.48E-07,0.332,3.38E-09,2,1
787,452,0.000233,0.0246,0.00425,0.0576,0.0778,0.933,0.057,0,7.23E-07,0,0,0,1,0
788,453,0.000272,0.0241,0.0099,0.00929,0.065,1.09,0.131,0,2.77E-07,0,0,0,1,0
789,454,0.00036,0.0675,0.00716,0.0213,0.0595,0.688,0.705,0.004,2.75E-10,5.08E-05,0,0,1,2
790,455,4.43E-05,0.0101,0.00805,0.0529,0.0993,1.48,0,0,0,0,0,0,0,0
791,456,0.000261,0.0775,0.00658,0.0514,0.0633,0.671,0.742,0,5.79E-08,0,0,0,1,0
792,457,0.000227,0.0224,0.00698,0.0269,0.0695,0.681,0.103,0,1.43E-07,0,0,0,1,0
793,458,0.000266,0.0464,0.00224,0.0175,0.0626,1.25,0.808,0.234,1.25E-12,4.18E-05,0,0,1,1
794,459,0.000225,0.0505,0.00973,0.0133,0.0855,0.939,0.045,0,1.94E-06,0,0,0,1,0
795,460,0.00029,0.0186,0.0031,0.0793,0.0963,0.569,0,0,0,0,0,0,0,0
796,461,0.000152,0.0109,0.0053,0.017,0.0712,1.36,0.045,0,3.50E-07,0,0,0,1,0
797,462,6.78E-05,0.0499,0.0076,0.0587,0.0688,0.572,0,0,0,0,0,0,0,0
798,463,0.00015,0.0486,0.00709,0.0117,0.0823,0.691,0,0,0,0,0,0,0,0
799,464,0.000113,0.0723,0.00502,0.0227,0.03,0.628,0.718,0.185,7.55E-12,2.96E-05,0,0,1,1
800,465,0.000172,0.0657,0.00797,0.0483,0.0758,0.882,0.037,0,2.42E-06,0,0,0,1,0
801,466,6.05E-05,0.034,0.00341,0.0661,0.0924,0.707,0,0,0,0,0,0,0,0
802,467,0.000283,0.0493,0.00606,0.0996,0.0923,0.83,0,0,0,0,0,0,0,0
803,468,0.000227,0.0958,0.00229,0.00599,0.0713,0.682,0.714,0,3.58E-07,0,0,0,1,0
804,469,0.00021,0.0672,0.00961,0.00525,0.034,0.605,0.673,0.213,6.50E-08,3.21E-05,0,0,1,1
805,470,0.000185,0.0805,0.00176,0.0358,0.0762,1.08,0.734,0,3.13E-07,0,0,0,1,0
806,471,0.000215,0.0472,0.00788,0.0865,0.062,0.98,0.705,0,6.81E-09,0,0,0,1,0
807,472,0.000225,0.0119,0.00349,0.0789,0.0642,1.36,0.726,0,3.22E-10,0,0,0,1,0
808,473,0.000305,0.0504,0.00476,0.0193,0.0485,1.25,0.779,0.271,8.23E-13,3.01E-05,0,0,1,1
809,474,0.000324,0.0621,0.00254,0.0853,0.0573,0.906,0.906,0.381,4.96E-38,2.35E-05,0,0,1,1
810,325,0.000279,0.0706,0.00187,0.0109,0.0863,0.816,0.062,0,6.16E-06,0,0.291,3.39E-06,3,0
811,326,0.000155,0.0393,0.00594,0.0208,0.0965,0.821,0,0,0,0,0,0,0,0
812,327,0.000189,0.0319,0.0018,0.0525,0.0783,0.973,0.033,0,1.41E-06,0,0,0,1,0
813,328,4.18E-05,0.0921,0.00263,0.0882,0.0488,1.33,0,0,0,0,0,0,0,0
814,329,0.000352,0.0404,0.00181,0.0648,0.0718,0.88,0.935,0.345,4.91E-25,3.60E-05,0,0,1,1
815,330,0.000345,0.0833,0.00882,0.0637,0.0617,1.08,0.755,0,5.36E-08,0,0,0,1,0
816,331,0.00019,0.0639,0.00543,0.0762,0.0808,0.88,0,0,0,0,0,0,0,0
817,332,0.000149,0.0766,0.00839,0.0425,0.0807,0.655,0,0,0,0,0,0,0,0
818,333,0.00014,0.0809,0.00915,0.0438,0.0966,0.668,0,0,0,0,0,0,0,0
819,334,0.000309,0.0105,0.00939,0.0861,0.0495,1.28,0.767,0.119,4.21E-19,4.71E-05,0,0,1,1
820,335,0.000124,0.0319,0.0013,0.0174,0.0696,0.754,0.066,0,4.94E-07,0,0,0,1,0
821,336,0.000213,0.0506,0.00636,0.00739,0.0527,1.27,0.669,0,6.44E-08,0,0,0,1,0
822,337,0.000286,0.0922,0.00541,0.0955,0.059,1.5,0.833,0.304,3.08E-24,3.69E-05,0,0,1,1
823,338,0.000218,0.072,0.00199,0.0833,0.0295,1.09,0.562,0.328,4.01E-09,1.87E-06,0.267,4.87E-09,2,1
824,339,0.000245,0.092,0.00966,0.0981,0.0651,0.648,0.693,0,1.49E-07,0,0,0,1,0
825,340,3.23E-05,0.0568,0.00638,0.0458,0.0871,1.14,0,0,0,0,0,0,0,0
826,341,9.13E-05,0.0559,0.00294,0.0719,0.0781,1.48,0,0,0,0,0,0,0,0
827,342,0.000194,0.0421,0.00862,0.0201,0.068,1.24,0.086,0,4.34E-07,0,0,0,1,0
828,343,0.000326,0.0871,0.00609,0.0348,0.039,1.23,0.787,0.312,2.44E-15,1.68E-05,0,0,1,1
829,344,0.000269,0.0609,0.00916,0.00706,0.0283,1.18,0.619,0.279,3.47E-09,1.01E-05,0,0,1,1
830,345,0.000183,0.028,0.0034,0.0256,0.0473,0.66,0.771,0.197,2.97E-14,4.00E-05,0,0,1,1
831,346,0.000306,0.0514,0.00771,0.0235,0.0613,1.26,0.71,0,4.41E-10,0,0,0,1,0
832,347,5.21E-05,0.0852,0.00815,0.0886,0.081,0.797,0,0,0,0,0,0,0,0
833,348,0.000197,0.0863,0.00753,0.0212,0.0465,1.1,0.71,0,5.29E-10,0,0,0,1,0
834,349,0.000187,0.0126,0.00941,0.00583,0.0427,1.5,0.648,0,4.92E-08,0,0,0,1,0
835,375,0.00032,0.0722,0.00964,0.015,0.029,1.38,0.726,0.304,7.49E-11,8.15E-06,0,0,1,1
836,376,0.000282,0.0859,0.00246,0.0432,0.0505,0.951,0.857,0.349,1.00E-23,2.05E-05,0,0,1,1
837,377,8.91E-05,0.0645,0.00489,0.0919,0.0487,0.737,0.701,0,4.36E-09,0,0,0,1,0
838,378,0.000192,0.0298,0.00814,0.0199,0.062,1.2,0.107,0,1.91E-07,0,0,0,1,0
839,379,0.000154,0.0342,0.00558,0.0264,0.0497,0.573,0.714,0,8.14E-12,0,0,0,1,0
840,380,0.00022,0.0875,0.001,0.0708,0.0936,0.769,0.669,0,3.06E-06,0,0,0,1,0
841,381,0.00019,0.0559,0.00991,0.0741,0.0848,1.13,0,0,0,0,0,0,0,0
842,382,0.000304,0.0646,0.00491,0.0961,0.0698,1.17,0.792,0,1.34E-07,0,0,0,1,0
843,383,0.000117,0.0202,0.00693,0.0745,0.0678,1.18,0,0,0,0,0,0,0,0
844,384,3.90E-05,0.0606,0.00146,0.081,0.0442,0.924,0.697,0,1.57E-07,0,0,0,1,0
845,385,0.000359,0.0494,0.00184,0.062,0.0578,0.881,0.927,0.394,1.17E-35,1.88E-05,0,0,1,1
846,386,0.00018,0.0724,0.00233,0.0335,0.0905,1.39,0,0,0,0,0,0,0,0
847,387,4.54E-05,0.0798,0.00821,0.0979,0.0751,1.28,0,0,0,0,0,0,0,0
848,388,0.00011,0.0991,0.00137,0.0542,0.0985,0.812,0,0,0,0,0,0,0,0
849,389,0.000315,0.071,0.00958,0.042,0.0625,0.887,0.714,0,6.47E-11,0,0,0,1,0
850,390,0.000182,0.0229,0.00642,0.0466,0.0328,1.47,0.742,0.226,4.64E-16,2.52E-05,0,0,1,1
851,391,0.000284,0.0484,0.0036,0.0159,0.0342,0.645,0.792,0.32,2.46E-13,6.77E-06,0,0,1,1
852,392,3.59E-05,0.0166,0.00339,0.0335,0.0543,0.531,0,0,0,0,0,0,0,0
853,393,0.000207,0.0955,0.000277,0.00855,0.063,1.32,0.865,0.336,9.11E-10,2.20E-05,0,0,1,1
854,394,0.000346,0.0304,0.00847,0.0925,0.0452,1.49,0.8,0.263,1.67E-22,3.24E-05,0,0,1,1
855,395,0.000207,0.0628,0.00793,0.0475,0.0383,0.605,0.746,0.213,1.06E-14,3.56E-05,0,0,1,1
856,396,0.000162,0.0751,0.00587,0.0204,0.076,0.886,0.062,0,1.31E-06,0,0,0,1,0
857,397,6.11E-05,0.0336,0.00828,0.0229,0.0792,1.17,0,0,0,0,0,0,0,0
858,398,0.00031,0.0778,0.00677,0.0543,0.0921,0.695,0.049,0,2.89E-06,0,0,0,1,0
859,399,0.000301,0.0285,0.00397,0.0987,0.0834,1.2,0,0,0,0,0,0,0,0
860,200,0.000112,0.0741,0.00521,0.0248,0.0612,0.741,0.074,0,5.37E-07,0,0,0,1,0
861,201,0.000254,0.017,0.00802,0.0766,0.0396,1.36,0.767,0.23,1.07E-19,3.25E-05,0,0,1,1
862,202,0.000234,0.0334,0.00613,0.0118,0.074,1.09,0.09,0,5.44E-07,0,0,0,1,0
863,203,4.74E-05,0.0746,0.00637,0.00731,0.0513,0.947,0,0,0,0,0,0,0,0
864,204,0.000169,0.0623,0.00731,0.0649,0.05,0.892,0.697,0,7.97E-09,0,0.004,2.77E-06,2,0
865,205,0.000263,0.0278,0.00519,0.0644,0.0512,1.04,0.8,0.213,3.38E-23,4.05E-05,0,0,1,1
866,206,0.00013,0.0175,0.00629,0.0126,0.0987,0.718,0,0,0,0,0,0,0,0
867,207,0.000124,0.0255,0.00371,0.0821,0.0817,0.612,0,0,0,0,0,0,0,0
868,208,8.94E-05,0.0216,0.00324,0.05,0.0948,1.17,0,0,0,0,0,0,0,0
869,209,0.000268,0.0697,0.00727,0.0642,0.0852,1.11,0.033,0,3.12E-06,0,0,0,1,0
870,210,2.41E-05,0.0488,0.00573,0.0735,0.045,1.19,0,0,0,0,0,0,0,0
871,211,0.000277,0.0381,0.0057,0.0866,0.0376,1.16,0.804,0.295,1.66E-26,1.78E-05,0,0,1,1
872,212,0.000268,0.0182,0.00192,0.091,0.0679,1.06,0.796,0.213,5.65E-25,4.46E-05,0,0,1,1
873,213,0.000111,0.032,0.00595,0.0952,0.0723,1.3,0,0,0,0,0,0,0,0
874,214,0.000347,0.0841,0.000682,0.0354,0.0793,1.18,1.017,0.48,1.16E-22,2.72E-05,0,0,1,1
875,215,0.000203,0.0368,0.000904,0.0423,0.0901,1.44,0,0,0,0,0,0,0,0
876,216,0.000276,0.0647,0.00118,0.0265,0.0943,1.47,0.057,0,2.09E-06,0,0,0,1,0
877,217,0.000317,0.0726,0.00507,0.0246,0.096,1.47,0.049,0,2.08E-06,0,0,0,1,0
878,218,0.000149,0.013,0.00462,0.0646,0.0663,0.614,0.045,0,4.20E-07,0,0,0,1,0
879,219,0.000218,0.0261,0.00856,0.00253,0.0922,0.917,0,0,0,0,0,0,0,0
880,220,2.67E-05,0.0461,0.00605,0.0642,0.0464,0.548,0,0,0,0,0,0,0,0
881,221,0.000308,0.0198,0.00852,0.0944,0.0709,0.623,0.115,0,1.97E-07,0,0,0,1,0
882,222,0.000295,0.0446,0.00429,0.0498,0.0783,0.915,0.656,0,1.73E-07,0,0,0,1,0
883,223,5.61E-05,0.0971,0.00185,0.0892,0.0313,0.957,0.742,0.168,6.23E-36,3.18E-05,0,0,1,1
884,224,0.000192,0.0344,0.00557,0.072,0.0775,0.958,0,0,0,0,0,0,0,0
885,400,0.000295,0.0302,0.00225,0.00286,0.0577,1.14,0.755,0.287,6.17E-09,3.19E-05,0,0,1,1
886,401,0.000241,0.0883,0.000756,0.00863,0.0451,0.929,0.804,0.328,2.73E-11,7.67E-06,0,0,1,1
887,402,0.000319,0.098,0.00763,0.0313,0.0603,1.41,0.689,0,4.61E-08,0,0,0,1,0
888,403,0.000307,0.0159,0.00571,0.0481,0.0297,1.39,0.787,0.32,6.46E-19,4.43E-06,0,0,1,1
889,404,6.81E-05,0.0301,0.000797,0.044,0.0894,1.4,0,0,0,0,0,0,0,0
890,405,0.000158,0.0433,0.00905,0.0393,0.0865,1.12,0,0,0,0,0,0,0,0
891,406,0.000194,0.0747,0.00355,0.025,0.0733,1.12,0.09,0,5.21E-07,0,0,0,1,0
892,407,0.000154,0.0112,0.00736,0.00517,0.0509,1.4,0.115,0,1.89E-07,0,0,0,1,0
893,408,0.000185,0.0935,0.00569,0.0527,0.0998,1.33,0,0,0,0,0,0,0,0
894,409,0.000153,0.0183,0.00844,0.0202,0.0255,1.08,0.697,0.209,1.84E-11,1.80E-05,0,0,1,1
895,410,0.00022,0.0733,0.00676,0.0532,0.027,1.38,0.767,0.275,1.34E-16,7.62E-06,0,0,1,1
896,411,6.22E-05,0.09,0.00362,0.0943,0.0944,1.12,0,0,0,0,0,0,0,0
897,412,0.00027,0.0823,0.00536,0.084,0.0269,0.807,0.82,0.324,6.17E-15,2.62E-06,0,0,1,1
898,413,0.000167,0.0515,0.00486,0.00591,0.0883,0.916,0,0,0,0,0,0,0,0
899,414,0.000315,0.0455,0.00799,0.0783,0.093,0.785,0,0,0,0,0,0,0,0
900,415,0.000285,0.0625,0.00124,0.0915,0.0957,1.42,0.73,0,1.82E-06,0,0,0,1,0
901,416,0.000267,0.0979,0.00262,0.0123,0.0328,0.834,0.788,0.324,3.98E-12,3.73E-06,0,0,1,1
902,417,0.000345,0.0736,0.00119,0.0959,0.0935,1.34,0.993,0.427,2.25E-07,3.41E-05,0,0,1,1
903,418,0.000207,0.0725,0.00667,0.0985,0.0423,0.818,0.788,0.23,2.55E-24,3.61E-05,0,0,1,1
904,419,0.000342,0.076,0.00437,0.0618,0.0804,1.13,0.767,0,9.56E-08,0,0,0,1,0
905,420,0.000349,0.0418,0.000657,0.0798,0.0415,0.553,0.562,0.447,2.57E-09,1.23E-06,0.365,1.68E-09,2,1
906,421,0.00028,0.0233,0.00642,0.0162,0.0283,0.582,0.759,0.299,1.11E-12,5.21E-06,0,0,1,1
907,422,0.00029,0.0839,0.00948,0.0797,0.0708,0.891,0.681,0,1.68E-07,0,0,0,1,0
908,423,0.000146,0.0203,0.00819,0.0283,0.0257,1.45,0.705,0.209,2.42E-12,1.95E-05,0,0,1,1
909,424,0.000179,0.0432,0.00453,0.0658,0.0537,1.26,0.701,0,6.77E-15,0,0,0,1,0
910,525,9.53E-05,0.0793,0.00017,0.0203,0.0649,1.01,0.878,0,5.87E-13,0,0,0,1,0
911,526,0.000114,0.0762,0.00694,0.0524,0.0263,1.31,0.718,0.185,1.21E-14,2.52E-05,0,0,1,1
912,527,0.00017,0.0934,0.00448,0.038,0.0372,0.72,0.767,0.234,1.71E-16,2.75E-05,0,0,1,1
913,528,0.000134,0.0445,0.00216,0.0646,0.0862,0.835,0,0,0,0,0,0,0,0
914,529,0.000193,0.0268,0.00307,0.0374,0.0305,1.37,0.783,0.271,1.71E-18,7.32E-06,0,0,1,1
915,530,0.000344,0.0316,0.00522,0.021,0.0743,0.803,0.689,0,2.48E-08,0,0,0,1,0
916,531,7.01E-05,0.0678,0.00722,0.00822,0.0648,0.685,0,0,0,0,0,0,0,0
917,532,6.87E-05,0.0448,0.00715,0.0697,0.0498,1.25,0.049,0,1.12E-06,0,0,0,1,0
918,533,7.68E-05,0.0994,0.00929,0.016,0.0619,1.06,0,0,0,0,0,0,0,0
919,534,0.000182,0.0583,0.00547,0.0401,0.0482,1.46,0.697,0.025,1.54E-13,5.18E-05,0,0,1,1
920,535,0.000328,0.0658,0.00589,0.0561,0.0925,1.34,0.021,0,3.17E-06,0,0,0,1,0
921,536,4.35E-05,0.0453,0.00423,0.096,0.0953,1.11,0,0,0,0,0,0,0,0
922,537,7.87E-05,0.0718,0.00259,0.0677,0.0531,1.2,0.697,0,2.46E-07,0,0,0,1,0
923,538,0.000201,0.0325,0.00333,0.0949,0.0397,1.16,0.82,0.271,3.01E-36,2.11E-05,0,0,1,1
924,539,8.27E-05,0.0424,0.000954,0.0981,0.0957,0.799,0,0,0,0,0,0,0,0
925,540,7.59E-05,0.0666,0.000715,0.067,0.0983,0.91,0,0,0,0,0,0,0,0
926,541,0.000187,0.0469,0.00147,0.0298,0.078,0.68,0.701,0,2.45E-07,0,0,0,1,0
927,542,0.00018,0.074,0.00803,0.0208,0.067,1.32,0.09,0,6.57E-07,0,0,0,1,0
928,543,0.00025,0.0152,0.00889,0.0426,0.0842,0.765,0.037,0,6.13E-07,0,0,0,1,0
929,544,0.000118,0.0408,0.00516,0.0529,0.0457,0.618,0.73,0,5.01E-15,0,0,0,1,0
930,545,9.55E-05,0.0929,0.00369,0.0977,0.0875,1.07,0,0,0,0,0,0,0,0
931,546,0.000224,0.0829,0.00975,0.0526,0.066,1.45,0.115,0,4.80E-07,0,0,0,1,0
932,547,0.000325,0.0942,0.000748,0.0316,0.0777,1.32,1.005,0.443,1.27E-14,2.99E-05,0,0,1,1
933,548,0.00015,0.0772,0.00831,0.0627,0.0577,0.642,0.644,0,1.53E-07,0,0,0,1,0
934,549,0.000166,0.0422,0.00487,0.0268,0.038,1.13,0.746,0.205,1.78E-13,3.34E-05,0,0,1,1
935,225,3.70E-05,0.0579,0.00354,0.0792,0.0368,0.849,0.677,0,3.56E-11,0,0,0,1,0
936,226,0.000143,0.0168,0.00513,0.0573,0.0688,0.522,0.037,0,6.65E-07,0,0,0,1,0
937,227,0.000144,0.0254,0.00137,0.0303,0.0617,1.31,0.751,0,3.82E-14,0,0,0,1,0
938,228,0.000184,0.0517,0.00421,0.0878,0.0445,1.3,0.804,0.23,1.64E-28,3.46E-05,0,0,1,1
939,229,0.000328,0.0489,0.00793,0.0514,0.0949,1.44,0,0,0,0,0,0,0,0
940,230,0.000166,0.0894,0.00627,0.0873,0.0472,0.912,0.763,0.127,1.01E-17,4.65E-05,0,0,1,1
941,231,6.14E-05,0.0847,0.00997,0.0141,0.0846,1.34,0,0,0,0,0,0,0,0
942,232,0.000271,0.0526,0.00243,0.0194,0.0785,0.97,0.734,0,4.39E-08,0,0,0,1,0
943,233,7.76E-05,0.0642,0.00449,0.0467,0.0606,0.78,0.033,0,2.47E-06,0,0,0,1,0
944,234,0.000163,0.093,0.00501,0.0413,0.0253,1.43,0.742,0.246,4.09E-15,7.16E-06,0,0,1,1
945,235,0.000333,0.0644,0.000541,0.0236,0.0258,0.832,0.398,0.484,6.84E-11,5.37E-09,0.459,7.48E-11,2,1
946,236,0.000266,0.0945,0.00313,0.0732,0.0773,1.29,0.804,0,4.41E-07,0,0,0,1,0
947,237,0.000283,0.0661,0.0073,0.0957,0.0765,0.635,0.09,0,1.46E-06,0,0,0,1,0
948,238,4.96E-05,0.0825,0.00727,0.0993,0.0492,1.12,0,0,0,0,0,0,0,0
949,239,6.95E-05,0.0204,0.00447,0.0795,0.0325,0.62,0.718,0,1.35E-20,0,0,0,1,0
950,240,0.000343,0.0175,0.00826,0.00236,0.051,0.742,0.258,0.189,1.15E-07,4.37E-05,0,0,1,1
951,241,6.84E-05,0.0262,0.000591,0.0151,0.0792,1.48,0,0,0,0,0,0,0,0
952,242,0.000324,0.0524,0.00397,0.0503,0.0668,0.715,0.73,0,2.40E-11,0,0,0,1,0
953,243,0.000317,0.0677,0.0051,0.0372,0.0318,0.786,0.808,0.332,3.81E-17,5.10E-06,0,0,1,1
954,244,0.000206,0.0217,0.00152,0.00607,0.0335,1.16,0.615,0.295,1.67E-11,4.27E-06,0,0,1,1
955,245,0.000196,0.0473,0.00646,0.0341,0.0602,1.42,0.673,0,2.81E-08,0,0,0,1,0
956,246,0.000359,0.0335,0.000583,0.058,0.0741,0.87,1.013,0.447,1.31E-30,2.19E-05,0,0,1,1
957,247,0.000213,0.0491,0.00097,0.037,0.0615,0.785,0.898,0.312,5.09E-19,3.21E-05,0,0,1,1
958,248,0.00014,0.0298,0.00332,0.0576,0.0387,0.85,0.771,0.209,1.29E-23,3.20E-05,0,0,1,1
959,249,3.34E-05,0.0954,0.00142,0.048,0.0827,1.3,0,0,0,0,0,0,0,0
960,300,4.60E-05,0.0525,0.00836,0.0351,0.0343,0.631,0.632,0,8.70E-09,0,0,0,1,0
961,301,0.00012,0.0164,0.00705,0.0519,0.0608,1.26,0.045,0,4.37E-07,0,0,0,1,0
962,302,0.000321,0.0472,0.00376,0.0782,0.04,0.689,0.861,0.353,1.78E-32,1.08E-05,0,0,1,1
963,303,0.000291,0.0378,0.00109,0.083,0.0993,1.24,0,0,0,0,0,0,0,0
964,304,0.000314,0.0256,0.00408,0.0738,0.0807,0.63,0.078,0,5.90E-07,0,0,0,1,0
965,305,0.000157,0.0643,0.00345,0.0847,0.0753,1.01,0,0,0,0,0,0,0,0
